sentence_index,num_bytes,num_patches,avg_patch_length,mean_entropy,min_entropy,max_entropy,text_preview
972,849,105,8.09,0.4551,0.0002,3.1761,2014 च्या विधानसभा निवडणुकीत विनोद तावडे या मतदारसंघात भरघोस मतांनी विजयी झाले ह
973,761,96,7.93,0.4772,0.0002,3.267,भारतीय दंड विधानांतर्गत कलम ३७७ अन्वये समलिंगी संबंध हा दंडनीय गुन्हा मानण्यात आ
974,1061,129,8.22,0.4575,0.0002,3.267,त्यामुळे पुढील भागात काय होणार असा प्रश्न प्रेक्षकांना पडत राहतो पीडितेच्या तक्र
975,988,116,8.52,0.4592,0.0002,3.1869,मात्र या दुर्घटनेत प्रकाश सावंतदेसाई हे एकमेव व्यक्ती बचावले ऐंशी हजार लोकांना श
976,1232,146,8.44,0.4353,0.0002,3.267,आधार आणि बँक खाते लिंक असणे देखील आवश्यक आहे स्मृती ईराणी यांनी शेअर केलेल्या या
977,900,110,8.18,0.4658,0.0002,3.2021,आताही ती अर्जुन कपूरसोबतच्या अफेअरमुळे जास्त चर्चेत आहे या लग्न समारंभाला मोनाचे
978,906,124,7.31,0.4907,0.0002,3.1869,आपल्यावर करण्यात आलेले आरोप बिनबुडाचे निराधार आणि निखालस खोटे असल्याचे त्यांनी स
979,999,125,7.99,0.4943,0.0002,3.2229,“पारसी लूदी व पूटी लोक तुझ्या सैन्यात होते तेच तुझे लढवय्ये वीर होते आपली शिरस्त
980,573,68,8.43,0.457,0.0002,3.2535,काही त्याग असे आहेत की जे सर्व खऱ्‍या ख्रिश्‍चनांनी करणे गरजेचे आहे माजगावकर या
981,1191,127,9.38,0.4132,0.0001,3.2594,नीतिसूत्रे १४ १५ यास्तव वैद्यकीय उपचार घेताना “प्रत्येक शब्दावर विश्‍वास ” ठेवण्
982,787,89,8.84,0.4145,0.0002,3.2239,हाशिम आमला व डेल स्टीन निवृत्त झाल्यानंतर दक्षिण आफ्रिकेसाठी ही पहिलीच कसोटी माल
983,848,110,7.71,0.502,0.0002,3.2042,पुरामुळे जिल्ह्यातील चार लाख लोक विस्थापित झाले तुम्ही प्रतीक्षा करणारे नाही तर 
984,721,99,7.28,0.4812,0.0002,3.2409,शवविच्छेदन अहवालात अंकुशचा गळा आवळल्याने मृत्यू झाल्याची माहिती समोर आली उत्तरेच
985,1134,145,7.82,0.4622,0.0002,3.267,हे प्रेमळ शब्द ऐकून तिला किती हायसे वाटले असेल याची कल्पना करू शकता का तुम्ही बस
986,994,132,7.53,0.4846,0.0002,3.267,या अपघाताची माहिती मिळताच स्थानिक नागरिकांनी घटनास्थळी धाव घेऊन बचावकार्य सुरु क
987,1261,141,8.94,0.4242,0.0002,3.1996,दरम्यान याप्रकरणात एका संशयिताला ताब्यात घेतले असून पोलिस त्याची कसून चौकशी करीत
